peptide,gene_id,treatment,timepoint,bio_rep,abundance
pep_0239,gene_048,drug,6h,6,38.477189177757815
pep_0240,gene_048,ctrl,0h,1,151.37115497617202
pep_0240,gene_048,ctrl,0h,2,134.67252022801773
pep_0240,gene_048,ctrl,0h,3,152.55802190866413
pep_0240,gene_048,ctrl,0h,4,202.02719793104595
pep_0240,gene_048,ctrl,0h,5,63.13722255015851
pep_0240,gene_048,ctrl,0h,6,140.85948285917866
pep_0240,gene_048,ctrl,24h,1,101.99572968263763
pep_0240,gene_048,ctrl,24h,2,93.14856409411237
pep_0240,gene_048,ctrl,24h,3,179.61935806750273
pep_0240,gene_048,ctrl,24h,4,130.9004419535916
pep_0240,gene_048,ctrl,24h,5,114.11468528907105
pep_0240,gene_048,ctrl,24h,6,106.72571242099129
pep_0240,gene_048,ctrl,6h,1,113.63635462727252
pep_0240,gene_048,ctrl,6h,2,63.566528117802896
pep_0240,gene_048,ctrl,6h,3,98.70898062854906
pep_0240,gene_048,ctrl,6h,4,67.97912123579455
pep_0240,gene_048,ctrl,6h,5,108.62257827923379
pep_0240,gene_048,ctrl,6h,6,121.81415573839915
pep_0240,gene_048,drug,0h,1,130.4107430755378
pep_0240,gene_048,drug,0h,2,39.60790167115479
pep_0240,gene_048,drug,0h,3,117.08359486616064
pep_0240,gene_048,drug,0h,4,75.85912490885728
pep_0240,gene_048,drug,0h,5,32.681206306201275
pep_0240,gene_048,drug,0h,6,103.14112539396551
pep_0240,gene_048,drug,24h,1,77.37406241262158
pep_0240,gene_048,drug,24h,2,55.94337515965682
pep_0240,gene_048,drug,24h,3,99.181292373335
pep_0240,gene_048,drug,24h,4,65.12491994663472
pep_0240,gene_048,drug,24h,5,45.32337170073381
pep_0240,gene_048,drug,24h,6,93.56233280895427
pep_0240,gene_048,drug,6h,1,126.85730657752595
pep_0240,gene_048,drug,6h,2,89.0759317936382
pep_0240,gene_048,drug,6h,3,110.40847721682364
pep_0240,gene_048,drug,6h,4,70.33757807062389
pep_0240,gene_048,drug,6h,5,129.01874854783696
pep_0240,gene_048,drug,6h,6,144.35067231977285
pep_0241,gene_049,ctrl,0h,1,58.67555757507959
pep_0241,gene_049,ctrl,0h,2,78.51864688032684
pep_0241,gene_049,ctrl,0h,3,108.88892206341943
pep_0241,gene_049,ctrl,0h,4,110.98220405411348
pep_0241,gene_049,ctrl,0h,5,106.80310237492625
pep_0241,gene_049,ctrl,0h,6,107.63713615305927
pep_0241,gene_049,ctrl,24h,1,69.88630572671066
pep_0241,gene_049,ctrl,24h,2,66.14183727598392
pep_0241,gene_049,ctrl,24h,3,76.44068766384875
pep_0241,gene_049,ctrl,24h,4,100.56061010696268
pep_0241,gene_049,ctrl,24h,5,75.6816814551499
pep_0241,gene_049,ctrl,24h,6,128.54310718034287
pep_0241,gene_049,ctrl,6h,1,66.04850938478789
pep_0241,gene_049,ctrl,6h,2,104.63622185976772
pep_0241,gene_049,ctrl,6h,3,100.92847846614121
pep_0241,gene_049,ctrl,6h,4,74.94912648774847
pep_0241,gene_049,ctrl,6h,5,138.18804975667848
pep_0241,gene_049,ctrl,6h,6,94.04713008371151
pep_0241,gene_049,drug,0h,1,126.7468132711153
pep_0241,gene_049,drug,0h,2,82.41609477757085
pep_0241,gene_049,drug,0h,3,141.60831735363823
pep_0241,gene_049,drug,0h,4,96.14224152009884
pep_0241,gene_049,drug,0h,5,116.02311400804086
pep_0241,gene_049,drug,0h,6,81.24859139687354
pep_0241,gene_049,drug,24h,1,95.0866440633648
pep_0241,gene_049,drug,24h,2,133.3328412390334
pep_0241,gene_049,drug,24h,3,80.8942275807791
pep_0241,gene_049,drug,24h,4,99.62729558564212
pep_0241,gene_049,drug,24h,5,95.41452563498672
pep_0241,gene_049,drug,24h,6,105.39427039369924
pep_0241,gene_049,drug,6h,1,132.43067568630576
pep_0241,gene_049,drug,6h,2,119.86438721064224
pep_0241,gene_049,drug,6h,3,130.2646257993483
pep_0241,gene_049,drug,6h,4,133.4622812086759
pep_0241,gene_049,drug,6h,5,144.58585649830735
pep_0241,gene_049,drug,6h,6,120.10964685913193
pep_0242,gene_049,ctrl,0h,1,150.1627820367401
pep_0242,gene_049,ctrl,0h,2,82.99758387298081
pep_0242,gene_049,ctrl,0h,3,167.42271145295538
pep_0242,gene_049,ctrl,0h,4,77.67226990465447
pep_0242,gene_049,ctrl,0h,5,52.51647098943575
pep_0242,gene_049,ctrl,0h,6,136.09642445758053
pep_0242,gene_049,ctrl,24h,1,73.25476762352204
pep_0242,gene_049,ctrl,24h,2,103.61379678207582
pep_0242,gene_049,ctrl,24h,3,99.32972934391042
pep_0242,gene_049,ctrl,24h,4,134.30276496099913
pep_0242,gene_049,ctrl,24h,5,105.3813787174258
pep_0242,gene_049,ctrl,24h,6,111.60280950803131
pep_0242,gene_049,ctrl,6h,1,109.5356492088833
pep_0242,gene_049,ctrl,6h,2,84.7962726259404
pep_0242,gene_049,ctrl,6h,3,154.87672467585645
pep_0242,gene_049,ctrl,6h,4,131.24861067137383
pep_0242,gene_049,ctrl,6h,5,141.45307090592996
pep_0242,gene_049,ctrl,6h,6,77.3103520429113
pep_0242,gene_049,drug,0h,1,63.58261727595426
pep_0242,gene_049,drug,0h,2,40.67482342587008
pep_0242,gene_049,drug,0h,3,117.2751838585568
pep_0242,gene_049,drug,0h,4,177.14729701566247
pep_0242,gene_049,drug,0h,5,142.94874716955226
pep_0242,gene_049,drug,0h,6,174.0953191386433
pep_0242,gene_049,drug,24h,1,171.05231294150025
pep_0242,gene_049,drug,24h,2,38.69098224297281
pep_0242,gene_049,drug,24h,3,70.16691187968921
pep_0242,gene_049,drug,24h,4,89.12286175757394
pep_0242,gene_049,drug,24h,5,223.68182826674183
pep_0242,gene_049,drug,24h,6,95.37671645632605
pep_0242,gene_049,drug,6h,1,111.79354452082
pep_0242,gene_049,drug,6h,2,163.87428381477395
pep_0242,gene_049,drug,6h,3,115.56173857233523
pep_0242,gene_049,drug,6h,4,155.86307820959888
pep_0242,gene_049,drug,6h,5,125.49219772323463
pep_0242,gene_049,drug,6h,6,66.92266244242019
pep_0243,gene_049,ctrl,0h,1,99.94113615093156
pep_0243,gene_049,ctrl,0h,2,127.24795447249396
pep_0243,gene_049,ctrl,0h,3,190.89735499604708
pep_0243,gene_049,ctrl,0h,4,96.75318670352837
pep_0243,gene_049,ctrl,0h,5,56.50567591310574
pep_0243,gene_049,ctrl,0h,6,115.39737307767659
pep_0243,gene_049,ctrl,24h,1,57.98476603220774
pep_0243,gene_049,ctrl,24h,2,154.1784666638799
pep_0243,gene_049,ctrl,24h,3,128.8902458657409
pep_0243,gene_049,ctrl,24h,4,129.4651487366311
pep_0243,gene_049,ctrl,24h,5,120.83150300190363
pep_0243,gene_049,ctrl,24h,6,70.30847522770621
pep_0243,gene_049,ctrl,6h,1,137.181217358428
pep_0243,gene_049,ctrl,6h,2,95.6949525245335
pep_0243,gene_049,ctrl,6h,3,201.573713471845
pep_0243,gene_049,ctrl,6h,4,44.33721212453378
pep_0243,gene_049,ctrl,6h,5,82.56543876013164
pep_0243,gene_049,ctrl,6h,6,110.73930652352315
pep_0243,gene_049,drug,0h,1,76.28537210024103
pep_0243,gene_049,drug,0h,2,122.40324507234428
pep_0243,gene_049,drug,0h,3,71.40160021410152
pep_0243,gene_049,drug,0h,4,121.95464741994086
pep_0243,gene_049,drug,0h,5,117.11764184189174
pep_0243,gene_049,drug,0h,6,128.36426273686897
pep_0243,gene_049,drug,24h,1,82.18519358663131
pep_0243,gene_049,drug,24h,2,124.68852222204963
pep_0243,gene_049,drug,24h,3,73.09266715463956
pep_0243,gene_049,drug,24h,4,51.30323367979079
pep_0243,gene_049,drug,24h,5,120.24602259462844
pep_0243,gene_049,drug,24h,6,118.55912509366384
pep_0243,gene_049,drug,6h,1,121.08659912709221
pep_0243,gene_049,drug,6h,2,119.89852484762608
pep_0243,gene_049,drug,6h,3,133.48610776352047
pep_0243,gene_049,drug,6h,4,77.56055056601124
pep_0243,gene_049,drug,6h,5,107.44935182079243
pep_0243,gene_049,drug,6h,6,91.06479970358977
pep_0244,gene_049,ctrl,0h,1,97.83065535482726
pep_0244,gene_049,ctrl,0h,2,203.42890608234214
pep_0244,gene_049,ctrl,0h,3,193.2187259870877
pep_0244,gene_049,ctrl,0h,4,175.33119401314212
pep_0244,gene_049,ctrl,0h,5,128.38883767654596
pep_0244,gene_049,ctrl,0h,6,131.26335640264358
pep_0244,gene_049,ctrl,24h,1,204.31032036918737
pep_0244,gene_049,ctrl,24h,2,175.1136205584778
pep_0244,gene_049,ctrl,24h,3,159.39055744410143
pep_0244,gene_049,ctrl,24h,4,150.80386570003014
pep_0244,gene_049,ctrl,24h,5,95.4076151454968
pep_0244,gene_049,ctrl,24h,6,136.4103109846603
pep_0244,gene_049,ctrl,6h,1,143.76318521176808
pep_0244,gene_049,ctrl,6h,2,123.44548496915037
pep_0244,gene_049,ctrl,6h,3,210.47991594881228
pep_0244,gene_049,ctrl,6h,4,206.79457890655436
pep_0244,gene_049,ctrl,6h,5,67.00338931714258
pep_0244,gene_049,ctrl,6h,6,133.14598539437984
pep_0244,gene_049,drug,0h,1,57.473279424410116
pep_0244,gene_049,drug,0h,2,115.0268739653405
pep_0244,gene_049,drug,0h,3,236.20801923687975
pep_0244,gene_049,drug,0h,4,136.86892452398212
pep_0244,gene_049,drug,0h,5,163.50346330774
pep_0244,gene_049,drug,0h,6,185.72766284098262
pep_0244,gene_049,drug,24h,1,230.14371927010436
pep_0244,gene_049,drug,24h,2,122.58702532230127
pep_0244,gene_049,drug,24h,3,188.55015136748426
pep_0244,gene_049,drug,24h,4,174.23447886252015
pep_0244,gene_049,drug,24h,5,109.34739046600731
pep_0244,gene_049,drug,24h,6,186.78888369775288
pep_0244,gene_049,drug,6h,1,128.74350909058276
pep_0244,gene_049,drug,6h,2,152.84792071968008
pep_0244,gene_049,drug,6h,3,118.03030263023298
pep_0244,gene_049,drug,6h,4,101.7808639195601
pep_0244,gene_049,drug,6h,5,125.0024893347616
pep_0244,gene_049,drug,6h,6,75.70842244397433
pep_0245,gene_049,ctrl,0h,1,80.0177866076025
pep_0245,gene_049,ctrl,0h,2,98.71292643426595
pep_0245,gene_049,ctrl,0h,3,48.25525567177764
pep_0245,gene_049,ctrl,0h,4,56.80315626877321
pep_0245,gene_049,ctrl,0h,5,84.68073416920735
pep_0245,gene_049,ctrl,0h,6,105.56132108086149
pep_0245,gene_049,ctrl,24h,1,133.5270941134027
pep_0245,gene_049,ctrl,24h,2,58.8023133526476
pep_0245,gene_049,ctrl,24h,3,90.8781964937118
pep_0245,gene_049,ctrl,24h,4,147.67030707090146
pep_0245,gene_049,ctrl,24h,5,138.88489962871614
pep_0245,gene_049,ctrl,24h,6,73.72111088242319
pep_0245,gene_049,ctrl,6h,1,103.67206534463845
pep_0245,gene_049,ctrl,6h,2,59.812894311959546
pep_0245,gene_049,ctrl,6h,3,72.51540930989414
pep_0245,gene_049,ctrl,6h,4,58.688577327416965
pep_0245,gene_049,ctrl,6h,5,85.99072465160184
pep_0245,gene_049,ctrl,6h,6,160.70895538558244
pep_0245,gene_049,drug,0h,1,77.1374509883554
pep_0245,gene_049,drug,0h,2,66.05841888184385
pep_0245,gene_049,drug,0h,3,201.98383838232468
pep_0245,gene_049,drug,0h,4,75.95137451251898
pep_0245,gene_049,drug,0h,5,92.33774705809857
pep_0245,gene_049,drug,0h,6,63.229327186541305
pep_0245,gene_049,drug,24h,1,79.20422679853465
pep_0245,gene_049,drug,24h,2,65.10877753219748
pep_0245,gene_049,drug,24h,3,44.85881443911757
pep_0245,gene_049,drug,24h,4,43.45903690406878
pep_0245,gene_049,drug,24h,5,112.51545840596759
pep_0245,gene_049,drug,24h,6,73.54848654669813
pep_0245,gene_049,drug,6h,1,60.95264087744248
pep_0245,gene_049,drug,6h,2,78.4705604938436
pep_0245,gene_049,drug,6h,3,81.29509889085969
pep_0245,gene_049,drug,6h,4,67.83927644369206
pep_0245,gene_049,drug,6h,5,91.90951562255667
pep_0245,gene_049,drug,6h,6,116.43767130875072
pep_0246,gene_050,ctrl,0h,1,103.8908649931737
pep_0246,gene_050,ctrl,0h,2,60.90559661553604
pep_0246,gene_050,ctrl,0h,3,78.21469540643923
pep_0246,gene_050,ctrl,0h,4,102.08374726221241
pep_0246,gene_050,ctrl,0h,5,78.63205058184462
pep_0246,gene_050,ctrl,0h,6,64.37026254397279
pep_0246,gene_050,ctrl,24h,1,98.30946830392185
pep_0246,gene_050,ctrl,24h,2,107.00482451321085
pep_0246,gene_050,ctrl,24h,3,79.05365720548431
pep_0246,gene_050,ctrl,24h,4,68.03480837580936
pep_0246,gene_050,ctrl,24h,5,85.14798290968226
pep_0246,gene_050,ctrl,24h,6,127.37244209222602
pep_0246,gene_050,ctrl,6h,1,94.34553087216797
pep_0246,gene_050,ctrl,6h,2,54.07579055969436
pep_0246,gene_050,ctrl,6h,3,115.20368177698231
pep_0246,gene_050,ctrl,6h,4,139.09295743465893
pep_0246,gene_050,ctrl,6h,5,85.18902117821276
pep_0246,gene_050,ctrl,6h,6,106.39930827207237
pep_0246,gene_050,drug,0h,1,42.756690165444454
pep_0246,gene_050,drug,0h,2,96.64981792229752
pep_0246,gene_050,drug,0h,3,118.66555991739044
pep_0246,gene_050,drug,0h,4,125.66883480415966
pep_0246,gene_050,drug,0h,5,55.757589217715896
pep_0246,gene_050,drug,0h,6,100.66756155120876
pep_0246,gene_050,drug,24h,1,99.80443248399885
pep_0246,gene_050,drug,24h,2,55.848842567971175
pep_0246,gene_050,drug,24h,3,106.72080757402257
pep_0246,gene_050,drug,24h,4,100.12535833203036
pep_0246,gene_050,drug,24h,5,116.00950068754997
pep_0246,gene_050,drug,24h,6,45.93240430578428
pep_0246,gene_050,drug,6h,1,51.57629981598961
pep_0246,gene_050,drug,6h,2,81.69696872920008
pep_0246,gene_050,drug,6h,3,125.3131872504568
pep_0246,gene_050,drug,6h,4,103.08559540984255
pep_0246,gene_050,drug,6h,5,55.47141672396794
pep_0246,gene_050,drug,6h,6,77.27075532685573
pep_0247,gene_050,ctrl,0h,1,194.681838727599
pep_0247,gene_050,ctrl,0h,2,59.79231607621671
pep_0247,gene_050,ctrl,0h,3,43.482678255715065
pep_0247,gene_050,ctrl,0h,4,173.70793076997182
pep_0247,gene_050,ctrl,0h,5,139.55927934367887
pep_0247,gene_050,ctrl,0h,6,103.72732344536644
pep_0247,gene_050,ctrl,24h,1,127.8574428997313
pep_0247,gene_050,ctrl,24h,2,272.84584821696086
pep_0247,gene_050,ctrl,24h,3,111.70855055466623
pep_0247,gene_050,ctrl,24h,4,158.59808684813603
pep_0247,gene_050,ctrl,24h,5,302.0146537696746
pep_0247,gene_050,ctrl,24h,6,197.59898428424606
pep_0247,gene_050,ctrl,6h,1,175.98956123861748
pep_0247,gene_050,ctrl,6h,2,105.91520363681963
pep_0247,gene_050,ctrl,6h,3,167.23838343784092
pep_0247,gene_050,ctrl,6h,4,176.9548953428889
pep_0247,gene_050,ctrl,6h,5,254.33013391210136
pep_0247,gene_050,ctrl,6h,6,174.8704164256326
pep_0247,gene_050,drug,0h,1,139.45099948390876
pep_0247,gene_050,drug,0h,2,163.93767042941354
pep_0247,gene_050,drug,0h,3,149.20839746824373
pep_0247,gene_050,drug,0h,4,131.37716770034461
pep_0247,gene_050,drug,0h,5,148.91228867235012
pep_0247,gene_050,drug,0h,6,158.70292355790482
pep_0247,gene_050,drug,24h,1,178.30242487279537
pep_0247,gene_050,drug,24h,2,152.19695607167097
pep_0247,gene_050,drug,24h,3,249.1118155616655
pep_0247,gene_050,drug,24h,4,115.15026295165302
pep_0247,gene_050,drug,24h,5,139.4531071006684
pep_0247,gene_050,drug,24h,6,146.67796906123527
pep_0247,gene_050,drug,6h,1,150.7476637384986
pep_0247,gene_050,drug,6h,2,117.20848772612705
pep_0247,gene_050,drug,6h,3,110.63104541724802
pep_0247,gene_050,drug,6h,4,79.28947812454426
pep_0247,gene_050,drug,6h,5,161.5554616442866
pep_0247,gene_050,drug,6h,6,197.28910634348972
pep_0248,gene_050,ctrl,0h,1,73.88929306159821
pep_0248,gene_050,ctrl,0h,2,52.48872372366858
pep_0248,gene_050,ctrl,0h,3,55.42530407863371
pep_0248,gene_050,ctrl,0h,4,41.00258085119134
pep_0248,gene_050,ctrl,0h,5,90.80981236424303
pep_0248,gene_050,ctrl,0h,6,49.21439837402237
pep_0248,gene_050,ctrl,24h,1,56.17422041702265
pep_0248,gene_050,ctrl,24h,2,50.67035731048199
pep_0248,gene_050,ctrl,24h,3,50.5070118796405
pep_0248,gene_050,ctrl,24h,4,52.158863699672665
pep_0248,gene_050,ctrl,24h,5,69.01830641386367
pep_0248,gene_050,ctrl,24h,6,85.82686634401374
pep_0248,gene_050,ctrl,6h,1,97.47679757129795
pep_0248,gene_050,ctrl,6h,2,75.6595688139676
pep_0248,gene_050,ctrl,6h,3,49.8247904876263
pep_0248,gene_050,ctrl,6h,4,40.444586644247224
pep_0248,gene_050,ctrl,6h,5,66.98211642797217
pep_0248,gene_050,ctrl,6h,6,70.34868418391609
pep_0248,gene_050,drug,0h,1,63.86413981770824
pep_0248,gene_050,drug,0h,2,107.65786097684233
pep_0248,gene_050,drug,0h,3,55.81570041742139
pep_0248,gene_050,drug,0h,4,49.459814793761126
pep_0248,gene_050,drug,0h,5,54.57857242953036
pep_0248,gene_050,drug,0h,6,30.933341503459246
pep_0248,gene_050,drug,24h,1,55.079778897193485
pep_0248,gene_050,drug,24h,2,47.8930001428311
pep_0248,gene_050,drug,24h,3,17.432126022222032
pep_0248,gene_050,drug,24h,4,43.39234487863901
pep_0248,gene_050,drug,24h,5,63.68989322088777
pep_0248,gene_050,drug,24h,6,54.449930791109814
pep_0248,gene_050,drug,6h,1,33.02425173181592
pep_0248,gene_050,drug,6h,2,38.10334198583764
pep_0248,gene_050,drug,6h,3,59.638623465035906
pep_0248,gene_050,drug,6h,4,32.80075424419086
pep_0248,gene_050,drug,6h,5,75.92335394741889
pep_0248,gene_050,drug,6h,6,69.4345067068416
pep_0249,gene_050,ctrl,0h,1,41.75127149359254
pep_0249,gene_050,ctrl,0h,2,47.279717431397515
pep_0249,gene_050,ctrl,0h,3,NA
pep_0249,gene_050,ctrl,0h,4,21.88886710283778
pep_0249,gene_050,ctrl,0h,5,68.01592852934506
pep_0249,gene_050,ctrl,0h,6,NA
pep_0249,gene_050,ctrl,24h,1,22.121369548885795
pep_0249,gene_050,ctrl,24h,2,30.80595370859316
pep_0249,gene_050,ctrl,24h,3,40.828898821190755
pep_0249,gene_050,ctrl,24h,4,28.46138938626961
pep_0249,gene_050,ctrl,24h,5,13.268424293528835
pep_0249,gene_050,ctrl,24h,6,5.426618655547991
pep_0249,gene_050,ctrl,6h,1,24.859327150681445
pep_0249,gene_050,ctrl,6h,2,43.21567221188438
pep_0249,gene_050,ctrl,6h,3,32.99224265644739
pep_0249,gene_050,ctrl,6h,4,46.95729738009259
pep_0249,gene_050,ctrl,6h,5,33.83923740949229
pep_0249,gene_050,ctrl,6h,6,40.5828027819236
pep_0249,gene_050,drug,0h,1,49.40221042964745
pep_0249,gene_050,drug,0h,2,25.759884539938444
pep_0249,gene_050,drug,0h,3,31.85637912426175
pep_0249,gene_050,drug,0h,4,37.85153448801849
pep_0249,gene_050,drug,0h,5,NA
pep_0249,gene_050,drug,0h,6,30.13997737914651
pep_0249,gene_050,drug,24h,1,91.92064077502363
pep_0249,gene_050,drug,24h,2,18.29998759848666
pep_0249,gene_050,drug,24h,3,18.455556415478195
pep_0249,gene_050,drug,24h,4,34.78638599458826
pep_0249,gene_050,drug,24h,5,14.137986428362419
pep_0249,gene_050,drug,24h,6,18.284050501145607
pep_0249,gene_050,drug,6h,1,48.20642070713292
pep_0249,gene_050,drug,6h,2,NA
pep_0249,gene_050,drug,6h,3,27.590874681747593
pep_0249,gene_050,drug,6h,4,NA
pep_0249,gene_050,drug,6h,5,50.64292818381506
pep_0249,gene_050,drug,6h,6,22.038757619804585
pep_0250,gene_050,ctrl,0h,1,46.444183583047256
pep_0250,gene_050,ctrl,0h,2,51.34080964008709
pep_0250,gene_050,ctrl,0h,3,24.80419275132388
pep_0250,gene_050,ctrl,0h,4,32.219921883916
pep_0250,gene_050,ctrl,0h,5,21.68424700158968
pep_0250,gene_050,ctrl,0h,6,89.85892077861098
pep_0250,gene_050,ctrl,24h,1,30.158933425074043
pep_0250,gene_050,ctrl,24h,2,25.004952223010605
pep_0250,gene_050,ctrl,24h,3,32.7224496159264
pep_0250,gene_050,ctrl,24h,4,39.43124556487401
pep_0250,gene_050,ctrl,24h,5,21.59596539258807
pep_0250,gene_050,ctrl,24h,6,8.2184534745516
pep_0250,gene_050,ctrl,6h,1,33.24836442617065
pep_0250,gene_050,ctrl,6h,2,19.360904533799815
pep_0250,gene_050,ctrl,6h,3,51.1160086589679
pep_0250,gene_050,ctrl,6h,4,72.69603527481465
pep_0250,gene_050,ctrl,6h,5,76.22949539412636
pep_0250,gene_050,ctrl,6h,6,44.117244994568225
pep_0250,gene_050,drug,0h,1,42.074475977340725
pep_0250,gene_050,drug,0h,2,23.26927106206583
pep_0250,gene_050,drug,0h,3,13.911634588516238
pep_0250,gene_050,drug,0h,4,20.413412774294255
pep_0250,gene_050,drug,0h,5,21.378750071160386
pep_0250,gene_050,drug,0h,6,55.617432632989036
pep_0250,gene_050,drug,24h,1,29.300369881889964
pep_0250,gene_050,drug,24h,2,34.20244471378124
pep_0250,gene_050,drug,24h,3,33.95022951867835
pep_0250,gene_050,drug,24h,4,23.271223301686312
pep_0250,gene_050,drug,24h,5,14.895844634900273
pep_0250,gene_050,drug,24h,6,60.418366495307865
pep_0250,gene_050,drug,6h,1,33.79835845266798
pep_0250,gene_050,drug,6h,2,NA
pep_0250,gene_050,drug,6h,3,24.97051221956779
pep_0250,gene_050,drug,6h,4,83.68057643101396
pep_0250,gene_050,drug,6h,5,20.30772612592222
pep_0250,gene_050,drug,6h,6,NA
pep_0251,gene_051,ctrl,0h,1,79.39568134493479
pep_0251,gene_051,ctrl,0h,2,36.18320296040648
pep_0251,gene_051,ctrl,0h,3,107.77238083638221
pep_0251,gene_051,ctrl,0h,4,109.58828209501517
pep_0251,gene_051,ctrl,0h,5,76.28564729149522
pep_0251,gene_051,ctrl,0h,6,80.99983064149461
pep_0251,gene_051,ctrl,24h,1,55.98343769348148
pep_0251,gene_051,ctrl,24h,2,157.6323784786935
pep_0251,gene_051,ctrl,24h,3,120.70589774802653
pep_0251,gene_051,ctrl,24h,4,77.67262765176979
pep_0251,gene_051,ctrl,24h,5,59.6460924268895
pep_0251,gene_051,ctrl,24h,6,112.89523466772195
pep_0251,gene_051,ctrl,6h,1,137.52468539493807
pep_0251,gene_051,ctrl,6h,2,113.08585778960546
pep_0251,gene_051,ctrl,6h,3,83.03347318737512
pep_0251,gene_051,ctrl,6h,4,106.03491252450065
pep_0251,gene_051,ctrl,6h,5,88.93124132216991
pep_0251,gene_051,ctrl,6h,6,62.235119636439556
pep_0251,gene_051,drug,0h,1,48.30525162634641
pep_0251,gene_051,drug,0h,2,112.25792225423915
pep_0251,gene_051,drug,0h,3,96.84774906993317
pep_0251,gene_051,drug,0h,4,68.44320345410149
pep_0251,gene_051,drug,0h,5,100.52483708155248
pep_0251,gene_051,drug,0h,6,76.92498398309569
pep_0251,gene_051,drug,24h,1,40.80196086213189
pep_0251,gene_051,drug,24h,2,66.93472783026782
pep_0251,gene_051,drug,24h,3,88.50791298100971
pep_0251,gene_051,drug,24h,4,141.92820049599396
pep_0251,gene_051,drug,24h,5,106.05047222740592
pep_0251,gene_051,drug,24h,6,52.808451678108966
pep_0251,gene_051,drug,6h,1,159.7374567029116
pep_0251,gene_051,drug,6h,2,119.10817500832763
pep_0251,gene_051,drug,6h,3,182.2594484307849
pep_0251,gene_051,drug,6h,4,43.40570813691979
pep_0251,gene_051,drug,6h,5,104.39389225178485
pep_0251,gene_051,drug,6h,6,53.4665697941684
pep_0252,gene_051,ctrl,0h,1,73.13623100513927
pep_0252,gene_051,ctrl,0h,2,86.55623065134765
pep_0252,gene_051,ctrl,0h,3,157.39801900509
pep_0252,gene_051,ctrl,0h,4,79.44598476369069
pep_0252,gene_051,ctrl,0h,5,275.93027013934966
pep_0252,gene_051,ctrl,0h,6,74.56245986545403
pep_0252,gene_051,ctrl,24h,1,99.21146323255721
pep_0252,gene_051,ctrl,24h,2,121.76579190138119
pep_0252,gene_051,ctrl,24h,3,120.92211714411542
pep_0252,gene_051,ctrl,24h,4,113.34989599978856
pep_0252,gene_051,ctrl,24h,5,129.87958666832978
pep_0252,gene_051,ctrl,24h,6,123.66728732356337
pep_0252,gene_051,ctrl,6h,1,128.68449702016335
pep_0252,gene_051,ctrl,6h,2,54.181472844882585
pep_0252,gene_051,ctrl,6h,3,135.66490694217492
pep_0252,gene_051,ctrl,6h,4,76.49679707846293
pep_0252,gene_051,ctrl,6h,5,70.46839077193015
pep_0252,gene_051,ctrl,6h,6,96.54608937561186
pep_0252,gene_051,drug,0h,1,113.82184086471229
pep_0252,gene_051,drug,0h,2,138.55853392152557
pep_0252,gene_051,drug,0h,3,79.88754227076393
pep_0252,gene_051,drug,0h,4,93.79211633370635
pep_0252,gene_051,drug,0h,5,48.44973105265743
pep_0252,gene_051,drug,0h,6,141.19990602329213
pep_0252,gene_051,drug,24h,1,86.0445033511236
pep_0252,gene_051,drug,24h,2,75.586366685207
pep_0252,gene_051,drug,24h,3,99.83304267467615
pep_0252,gene_051,drug,24h,4,71.66638150350374
pep_0252,gene_051,drug,24h,5,99.95468460111076
pep_0252,gene_051,drug,24h,6,114.4719570096759
pep_0252,gene_051,drug,6h,1,115.14013683204553
pep_0252,gene_051,drug,6h,2,65.22978375497543
pep_0252,gene_051,drug,6h,3,92.88434935633649
pep_0252,gene_051,drug,6h,4,51.29937990056931
pep_0252,gene_051,drug,6h,5,152.82518067744945
